time,open,high,low,close,candle,body,wick_up,wick_down,pattern,rsi,ema20,ema50,macd,histogram,adx,atr,signal,score,sl,tp,logged_at
2025-11-18 12:00:00,4039.374,4044.969,4029.089,4032.284,BEARISH,7.09,5.595,3.195,,45.66,4037.43495,4053.64197,-8.51677,3.1321,46.57,18.17802,,,,,2025-11-18 12:00:00
2025-11-18 13:00:00,4032.329,4070.33,4031.044,4065.172,BULLISH,32.843,5.158,1.285,,57.91,4040.07657,4054.09413,-5.3141,5.06782,43.41,20.99242,,,,,2025-11-18 13:00:00
2025-11-18 14:00:00,4065.147,4082.018,4057.977,4065.731,BULLISH,0.584,16.287,7.17,Doji,58.09,4042.51985,4054.55047,-2.69973,6.14575,40.67,21.3989,,,,,2025-11-18 14:00:00
2025-11-18 15:00:00,4065.782,4072.327,4048.798,4052.948,BEARISH,12.834,6.545,4.15,Bearish Engulfing ↓,52.75,4043.51301,4054.48763,-1.6404,5.76406,35.72,21.68291,,,,,2025-11-18 15:00:00
2025-11-18 16:00:00,4053.001,4069.283,4040.427,4066.865,BULLISH,13.864,2.418,12.574,,57.34,4045.73701,4054.97302,0.31845,6.17833,32.45,22.63932,,,,,2025-11-18 16:00:00
2025-11-18 17:00:00,4066.835,4075.796,4059.212,4071.441,BULLISH,4.606,4.355,7.623,Spinning Top,58.76,4048.18501,4055.61882,2.21456,6.45955,29.61,21.83195,,,,,2025-11-18 17:00:00
2025-11-18 18:00:00,4071.481,4074.774,4063.184,4072.652,BULLISH,1.171,2.122,8.297,Spinning Top,59.15,4050.5152,4056.28679,3.77149,6.41318,27.15,20.46635,,,,,2025-11-18 18:00:00
2025-11-18 19:00:00,4072.679,4082.06,4072.561,4081.051,BULLISH,8.372,1.009,0.118,,61.83,4053.42337,4057.25794,5.61833,6.60802,25.02,19.00404,,,,,2025-11-18 19:00:00
2025-11-18 20:00:00,4081.089,4082.273,4067.19,4069.515,BEARISH,11.574,1.184,2.325,Bearish Engulfing ↓,56.36,4054.9559,4057.7386,6.08101,5.65656,24.82,18.48123,,,,,2025-11-18 20:00:00
2025-11-18 21:00:00,4069.469,4072.335,4064.865,4067.233,BEARISH,2.236,2.866,2.368,Spinning Top,55.32,4056.12515,4058.11093,6.19216,4.61417,25.31,17.01307,,,,,2025-11-18 21:00:00
2025-11-18 23:00:00,4067.816,4077.878,4066.022,4076.65,BULLISH,8.834,1.228,1.794,,58.71,4058.0799,4058.83796,6.9599,4.30553,23.14,16.32546,,,,,2025-11-18 23:00:00
2025-11-19 00:00:00,4076.692,4078.502,4067.683,4069.467,BEARISH,7.225,1.81,1.784,,55.26,4059.16439,4059.25478,6.90909,3.40377,21.25,15.59127,,,,,2025-11-19 00:00:00
2025-11-19 01:00:00,4069.504,4070.378,4056.345,4059.169,BEARISH,10.335,0.874,2.824,,50.67,4059.16482,4059.25142,5.96904,1.97098,23.17,15.3835,,,,,2025-11-19 01:00:00
2025-11-19 02:00:00,4059.219,4080.659,4055.612,4075.62,BULLISH,16.401,5.039,3.607,,56.84,4060.73198,4059.89332,6.47685,1.98303,20.59,16.67196,,,,,2025-11-19 02:00:00
2025-11-19 03:00:00,4075.52,4078.697,4066.098,4066.989,BEARISH,8.531,3.177,0.891,,53.09,4061.32789,4060.17158,6.11238,1.29485,18.36,16.1289,,,,,2025-11-19 03:00:00
2025-11-19 04:00:00,4066.883,4076.961,4064.406,4075.206,BULLISH,8.323,1.755,2.477,,56.06,4062.64962,4060.76117,6.41266,1.2761,17.05,15.65238,,,,,2025-11-19 04:00:00
2025-11-19 05:00:00,4075.221,4097.59,4074.219,4095.434,BULLISH,20.213,2.156,1.002,,62.39,4065.77194,4062.12089,8.18847,2.44153,19.53,16.68153,,,,,2025-11-19 05:00:00
2025-11-19 06:00:00,4095.472,4098.63,4089.147,4091.113,BEARISH,4.359,3.158,1.966,,60.39,4068.18537,4063.25783,9.14177,2.71586,21.68,15.72173,,,,,2025-11-19 06:00:00
2025-11-19 07:00:00,4090.982,4097.0,4084.857,4086.976,BEARISH,4.006,6.018,2.119,,58.46,4069.97496,4064.18796,9.45446,2.42284,21.71,15.24456,,,,,2025-11-19 07:00:00
2025-11-19 08:00:00,4086.931,4088.759,4078.212,4083.482,BEARISH,3.449,1.828,5.27,,56.8,4071.26134,4064.94459,9.31297,1.82508,19.24,14.61822,,,,,2025-11-19 08:00:00
