time,open,high,low,close,candle,body,wick_up,wick_down,pattern,rsi,ema20,ema50,macd,histogram,adx,atr,signal,score,sl,tp,logged_at
2026-01-09 07:25:00,4479.5,4480.2998,4477.6001,4479.2002,BEARISH,0.2998,0.7998,1.6001,Spinning Top,49.14,4480.21975,4477.7496,1.40527,-0.51377,33.73,3.00245,,,,,2026-01-09 07:25:00
2026-01-09 07:30:00,4479.2002,4480.5,4477.8999,4478.2998,BEARISH,0.90039,1.2998,0.3999,None,46.52,4480.03689,4477.77118,1.08713,-0.66552,35.57,2.9488,,,,,2026-01-09 07:30:00
2026-01-09 07:35:00,4478.3999,4481.2998,4477.2002,4480.6001,BULLISH,2.2002,0.69971,1.19971,None,53.35,4480.09053,4477.88211,1.00899,-0.59494,34.8,3.10224,,,,,2026-01-09 07:35:00
2026-01-09 07:40:00,4480.8999,4481.8999,4480.0,4480.2002,BEARISH,0.69971,1.0,0.2002,None,52.11,4480.10098,4477.97302,0.90436,-0.55965,34.13,2.94193,,,,,2026-01-09 07:40:00
2026-01-09 07:45:00,4480.5,4481.8999,4479.7998,4480.7998,BULLISH,0.2998,1.1001,0.7002,Spinning Top,53.85,4480.16753,4478.08387,0.85992,-0.48327,33.92,2.82969,,,,,2026-01-09 07:45:00
2026-01-09 07:50:00,4480.8999,4482.3999,4478.3999,4480.7998,BEARISH,0.1001,1.5,2.3999,Doji,53.85,4480.22775,4478.19038,0.8153,-0.42232,35.86,2.98573,,,,,2026-01-09 07:50:00
2026-01-09 07:55:00,4481.0,4481.2998,4478.2998,4479.2998,BEARISH,1.7002,0.2998,1.0,None,48.71,4480.13937,4478.23389,0.65139,-0.46898,37.67,2.98763,,,,,2026-01-09 07:55:00
2026-01-09 08:00:00,4478.7998,4480.6001,4475.1001,4478.2998,BEARISH,0.5,1.80029,3.19971,Doji,45.59,4479.96418,4478.23647,0.43577,-0.54767,42.04,3.32261,,,,,2026-01-09 08:00:00
2026-01-09 08:05:00,4477.8999,4485.3999,4477.8999,4482.7002,BULLISH,4.80029,2.69971,0.0,Bullish Engulfing ↑,58.27,4480.22475,4478.41152,0.61291,-0.29643,36.53,3.8796,,,,,2026-01-09 08:05:00
2026-01-09 08:10:00,4482.8999,4485.7998,4482.3999,4483.2998,BULLISH,0.3999,2.5,0.5,Spinning Top,59.65,4480.51761,4478.60322,0.79254,-0.09344,31.76,3.81564,,,,,2026-01-09 08:10:00
2026-01-09 08:15:00,4483.5,4483.6001,4481.1001,4482.2002,BEARISH,1.2998,0.1001,1.1001,Bearish Engulfing ↓,55.99,4480.67786,4478.74428,0.83652,-0.03957,29.18,3.64022,,,,,2026-01-09 08:15:00
2026-01-09 08:20:00,4483.0,4484.5,4482.2998,4482.8999,BEARISH,0.1001,1.5,0.6001,Doji,57.76,4480.88948,4478.90724,0.91726,0.03294,26.95,3.4615,,,,,2026-01-09 08:20:00
2026-01-09 08:25:00,4482.6001,4484.1001,4481.7998,4482.1001,BEARISH,0.5,1.5,0.30029,Spinning Top,55.03,4481.00478,4479.03245,0.90627,0.01756,25.75,3.30667,,,,,2026-01-09 08:25:00
2026-01-09 08:30:00,4482.2002,4482.6001,4479.1001,4479.1001,BEARISH,3.1001,0.3999,0.0,None,46.21,4480.82338,4479.0351,0.64801,-0.19256,27.78,3.33245,,,,,2026-01-09 08:30:00
2026-01-09 08:35:00,4479.1001,4479.1001,4475.2998,4475.6001,BEARISH,3.5,0.0,0.30029,Marubozu Bear ↓,38.46,4480.32592,4478.9004,0.15909,-0.54519,32.01,3.39483,,,,,2026-01-09 08:35:00
2026-01-09 08:40:00,4475.3999,4477.2998,4474.2998,4475.6001,BULLISH,0.2002,1.69971,1.1001,Doji,38.46,4479.87585,4478.77097,-0.22579,-0.74405,36.15,3.34218,,,,,2026-01-09 08:40:00
2026-01-09 08:45:00,4475.8999,4477.0,4474.0,4475.7002,BEARISH,0.19971,1.1001,1.7002,Doji,38.8,4479.47816,4478.65055,-0.51677,-0.82803,39.88,3.29656,,,,,2026-01-09 08:45:00
2026-01-09 08:50:00,4475.6001,4476.0,4472.7998,4476.0,BULLISH,0.3999,0.0,2.80029,Bullish Engulfing ↑,39.87,4479.14691,4478.54661,-0.71494,-0.82096,43.67,3.28371,,,,,2026-01-09 08:50:00
2026-01-09 08:55:00,4476.1001,4477.3999,4475.7002,4476.8999,BULLISH,0.7998,0.5,0.3999,None,43.1,4478.93291,4478.48203,-0.79027,-0.71703,46.97,3.07251,,,,,2026-01-09 08:55:00
2026-01-09 09:00:00,4477.1001,4479.5,4477.0,4479.2998,BULLISH,2.19971,0.2002,0.1001,None,50.69,4478.96785,4478.5141,-0.64884,-0.46048,44.95,3.00952,,,,,2026-01-09 09:00:00
2026-01-09 09:05:00,4479.2998,4481.7998,4478.8999,4480.3999,BULLISH,1.1001,1.3999,0.3999,None,53.74,4479.10424,4478.58805,-0.44288,-0.20361,39.43,2.99491,,,,,2026-01-09 09:05:00
2026-01-09 09:10:00,4480.0,4483.7002,4480.0,4483.2998,BULLISH,3.2998,0.40039,0.0,None,60.64,4479.50382,4478.77283,-0.04513,0.1553,36.05,3.08894,,,,,2026-01-09 09:10:00
2026-01-09 09:15:00,4483.5,4485.5,4481.7002,4484.3999,BULLISH,0.8999,1.1001,1.7998,Spinning Top,62.91,4479.97011,4478.9935,0.35476,0.44416,34.92,3.18373,,,,,2026-01-09 09:15:00
2026-01-09 09:20:00,4484.6001,4486.3999,4483.3999,4483.3999,BEARISH,1.2002,1.7998,0.0,Bearish Engulfing ↓,59.55,4480.29676,4479.1663,0.58425,0.53892,33.94,3.15923,,,,,2026-01-09 09:20:00
2026-01-09 09:25:00,4483.2002,4484.5,4482.0,4482.2002,BEARISH,1.0,1.2998,0.2002,None,55.72,4480.47804,4479.28528,0.66169,0.49309,30.71,3.07133,,,,,2026-01-09 09:25:00
2026-01-09 09:30:00,4482.6001,4483.7998,4481.2998,4481.7002,BEARISH,0.8999,1.19971,0.40039,None,54.15,4480.59443,4479.37998,0.67494,0.40507,26.83,2.99515,,,,,2026-01-09 09:30:00
2026-01-09 09:35:00,4481.7998,4481.7998,4480.2002,4481.6001,BEARISH,0.19971,0.0,1.3999,Hanging Man ↓,53.83,4480.69021,4479.46704,0.66964,0.31982,24.65,2.80908,,,,,2026-01-09 09:35:00
2026-01-09 09:40:00,4481.6001,4482.2002,4480.2002,4480.2998,BEARISH,1.30029,0.6001,0.09961,None,49.65,4480.65303,4479.4997,0.55413,0.16344,22.07,2.7012,,,,,2026-01-09 09:40:00
2026-01-09 09:45:00,4480.2998,4482.8999,4480.2998,4482.0,BULLISH,1.7002,0.8999,0.0,None,54.61,4480.78131,4479.59775,0.59295,0.16181,19.65,2.68772,,,,,2026-01-09 09:45:00
2026-01-09 09:50:00,4481.7002,4481.7002,4479.2998,4479.7002,BEARISH,2.0,0.0,0.40039,None,47.75,4480.67835,4479.60177,0.43314,0.0016,18.26,2.68939,,,,,2026-01-09 09:50:00
2026-01-09 09:55:00,4479.7998,4481.5,4479.3999,4479.3999,BEARISH,0.3999,1.7002,0.0,Shooting Star ↓,46.93,4480.55659,4479.59385,0.27904,-0.122,17.04,2.61081,,,,,2026-01-09 09:55:00
2026-01-09 10:00:00,4479.7002,4480.7998,4478.7002,4479.0,BEARISH,0.7002,1.09961,0.2998,None,45.79,4480.40834,4479.57056,0.12323,-0.22225,17.27,2.54265,,,,,2026-01-09 10:00:00
2026-01-09 10:05:00,4479.0,4482.3999,4478.2998,4482.3999,BULLISH,3.3999,0.0,0.7002,None,55.65,4480.59802,4479.68152,0.27097,-0.05961,15.91,2.75031,,,,,2026-01-09 10:05:00
2026-01-09 10:10:00,4482.2002,4482.7002,4480.5,4480.5,BEARISH,1.7002,0.5,0.0,None,50.16,4480.58868,4479.71361,0.23207,-0.0788,14.73,2.67696,,,,,2026-01-09 10:10:00
2026-01-09 10:15:00,4480.3999,4482.1001,4479.8999,4482.0,BULLISH,1.6001,0.1001,0.5,None,54.01,4480.72309,4479.80328,0.31861,0.00619,13.22,2.61339,,,,,2026-01-09 10:15:00
2026-01-09 10:20:00,4482.0,4482.2998,4479.2998,4479.7998,BEARISH,2.2002,0.2998,0.5,None,48.13,4480.63516,4479.80314,0.20726,-0.08413,13.22,2.66494,,,,,2026-01-09 10:20:00
